wavelength,S1,S2,S3,S4,S5,S6,S7,S8,S9,F1,F2
523.96,0.0005592074548,,,,,,,,,,
523.98,0.0005477174426,,,,,,,,,,
524,0.0005395516733,,,,,,,,,,
524.02,0.0005364335601,,,,,,,,,,
524.04,0.0005398209203,,,,,,,,,,
524.06,0.0005508112096,,,,,,,,,,
524.08,0.0005700359876,,,,,,,,,,
524.1,0.00059761029,,,,,,,,,,
524.12,0.0006331030238,,,,,,,,,,
524.14,0.0006755573752,,,,,,,,,,
524.16,0.0007234983959,,,,,,,,,,
524.18,0.0007750072297,,,,,,,,,,
524.2,0.0008278043365,,,,,,,,,,
524.22,0.0008793779494,,,,,,,,,,
524.24,0.0009270815279,,,,,,,,,,
524.26,0.0009682769863,,,,,,,,,,
524.28,0.001000461525,,,,,,,,,,
524.3,0.001021415862,,,,,,,,,,
524.32,0.001029305927,,,,,,,,,,
524.34,0.001022796279,,,,,,,,,,
524.36,0.001001126342,,,,,,,,,,
524.38,0.0009641859085,,,,,,,,,,
524.4,0.0009125356683,,,,,,,,,,
524.42,0.0008474116871,,,,,,,,,,
524.44,0.0007706839204,,,,,,,,,,
524.46,0.0006848096684,,,,,,,,,,
524.48,0.000592730215,,,,,,,,,,
524.5,0.0004977487194,,,,,,,,,,
524.52,0.0004033730745,,,,,,,,,,
524.54,0.0003131780242,,,,,,,,,,
524.56,0.0002306225409,,,,,,,,,,
524.58,0.0001588796651,,,,,,,,,,
524.6,0.0001006662611,,,,,,,,,,
524.62,5.813390896e-05,,,,,,,,,,
524.64,3.274368844e-05,,,,,,,,,,
524.66,2.51946108e-05,,,,,,,,,,
524.68,3.53889517e-05,,,,,,,,,,
524.7,6.248193535e-05,,,,,,,,,,
524.72,0.0001049294725,,,,,,,,,,
524.74,0.0001605961299,,,,,,,,,,
524.76,0.0002268968835,,,,,,,,,,
524.78,0.0003009929632,,,,,,,,,,
524.8,0.0003799548534,,,,,,,,,,
524.82,0.0004609416201,,,,,,,,,,
524.84,0.0005413666993,,,,,,,,,,
524.86,0.000619055653,,,,,,,,,,
524.88,0.0006923249008,,,,,,,,,,
524.9,0.0007600336981,,,,,,,,,,
524.92,0.000821592026,,,,,,,,,,
524.94,0.0008769380169,,,,,,,,,,
524.96,0.0009264405775,,,,,,,,,,
524.98,0.0009707896485,,,,,,,,,,
525,0.001010873326,,,,,,,,,,
525.02,0.00104766356,,,,,,,,,,
525.04,0.00108208097,,,,,,,,,,
525.06,0.001114889728,,,,,,,,,,
525.08,0.001146626509,,,,,,,,,,
525.1,0.001177572237,,,,,,,,,,
525.12,0.001207734669,,,,,,,,,,
525.14,0.001236858921,,,,,,,,,,
525.16,0.001264472062,,,,,,,,,,
525.18,0.001289950006,,,,,,,,,,
525.2,0.001312578211,,,,,,,,,,
525.22,0.001331596364,,,,,,,,,,
525.24,0.001346250644,,,,,,,,,,
525.26,0.001355836175,,,,,,,,,,
525.28,0.001359724078,,,,,,,,,,
525.3,0.001357353245,,,,,,,,,,
525.32,0.001348232996,,,,,,,,,,
525.34,0.001331940924,,,,,,,,,,
525.36,0.001308132735,,,,,,,,,,
525.38,0.001276529454,,,,,,,,,,
525.4,0.0012369334,,,,,,,,,,
525.42,0.001189250215,,,,,,,,,,
525.44,0.001133540227,,,,,,,,,,
525.46,0.001070039518,,,,,,,,,,
525.48,0.0009991976519,,,,,,,,,,
525.5,0.0009217031563,,,,,,,,,,
525.52,0.0008385240687,,,,,,,,,,
525.54,0.0007508891444,,,,,,,,,,
525.56,0.0006602644649,,,,,,,,,,
525.58,0.000568303533,,,,,,,,,,
525.6,0.0004768094367,,,,,,,,,,
525.62,0.0003876363328,,,,,,,,,,
525.64,0.0003026009409,,,,,,,,,,
525.66,0.0002233908726,,,,,,,,,,
525.68,0.0001515125579,,,,,,,,,,
525.7,8.820769988e-05,,,,,,,,,,
525.72,3.441331673e-05,,,,,,,,,,
525.74,-9.25273252e-06,,,,,,,,,,
525.76,-4.245250982e-05,,,,,,,,,,
525.78,-6.511083906e-05,,,,,,,,,,
525.8,-7.735200932e-05,,,,,,,,,,
525.82,-7.942037628e-05,,,,,,,,,,
525.84,-7.15779726e-05,,,,,,,,,,
525.86,-5.405149411e-05,,,,,,,,,,
525.88,-2.695939865e-05,,,,,,,,,,
525.9,9.746912584e-06,,,,,,,,,,
525.92,5.632271025e-05,,,,,,,,,,
525.94,0.0001131974093,,,,,,,,,,
525.96,0.0001809545836,,,,,,,,,,
525.98,0.0002602916882,,,,,,,,,,
526,0.0003519498663,,,,,,,,,,
526.02,0.0004565840578,,,,,,,,,,
526.04,0.0005746749626,,,,,,,,,,
526.06,0.0007064438741,,,,,,,,,,
526.08,0.000851755411,,,,,,,,,,
